,sentence,entities
539,Psychol.,['Psychol']
540,Med.,['Med']
541,"doi:10.4103/0253-7176.183086
Barrett, F.",['Barrett']
542,"S., Johnson, M.",['Johnson']
543,"W., and Grif ﬁths, R.",['Grif']
544,"The challenging experience
questionnaire: characterization of challenging experiences with psilocybin mushrooms
frederick.",['The']
545,Pers.,['Pers']
546,Individ.,['Individ']
547,Dif.,['Dif']
548,"doi:10.1016/j.paid.2017.06.004
Barrie, N., and Manolios, N.","['Barrie', 'Manolios']"
549,"The endocannabinoid system in pain and
inﬂammation: its relevance to rheumatic disease.",['The']
550,Eur.,['Eur']
551,Rheumatol.,['Rheumatol']
552,"doi:10.
5152/eurjrheum.2017.17025
Belgers, M., Leenaars, M., Homberg, J.","['Belgers', 'Homberg', 'Leenaars']"
553,"R., Ritskes-Hoitinga, M., Schellekens, A.","['Ritskes', 'Schellekens', 'Hoitinga']"
554,"A.,
and Hooijmans, C.",['Hooijmans']
555,"Ibogaine and addiction in the animal model, a systematic
review and meta-analysis.",['Ibogaine']
556,Transl.,['Transl']
557,"Psychiatry 6, e826.",['Psychiatry']
558,"doi:10.1038/tp.2016.71Bhat, S., Guthrie, D.",['Guthrie']
559,"A., Kasture, A., El-Kasaby, A., Cao, J., Bonifazi, A., et al.","['Cao', 'Bonifazi', 'Kasture', 'Kasaby']"
560,"ACS
Pharmacol.",['Pharmacol']
561,Transl.,['Transl']
562,Sci.,['Sci']
563,"doi:10.1101/2020.07.14.202325
Bisgaard, T.",['Bisgaard']
564,"H., Allin, K.",['Allin']
565,"H., Keefer, L., Ananthakrishnan, A.","['Keefer', 'Ananthakrishnan']"
566,"N., and Jess, T.",['Jess']
567,"(2022).
Depression and anxiety in in ﬂammatory bowel disease: epidemiology, mechanisms and
treatment.",['Depression']
568,Nat.,['Nat']
569,Rev.,['Rev']
570,Gastroenterol.,['Gastroenterol']
571,Hepatol.,['Hepatol']
572,"doi:10.1038/S41575-022-
00634-6
Borbély, E., Varga, V., Szögi, T., Schuster, I., Bozsó, Z., Penke, B., et al.","['Penke', 'Schuster', 'Varga']"
573,"Impact
of two neuronal sigma-1 receptor modulators, PRE084 and DMT, on neurogenesis andneuroin ﬂammation in an a β1-42-injected, wild-type mouse model of AD.","['Impact', 'receptor', 'gene']"
574,Int.,['Int']
575,"Mol.
Sci.23, 2514 –2520.","['Mol', 'Sci']"
576,"doi:10.3390/ijms23052514
Bowers, M.",['Bowers']
577,"E., and Yehuda, R.",['Yehuda']
578,"Intergenerational transmission of stress in
humans.","['Intergenerational', 'gene']"
579,"Neuropsychopharmacology 41, 232 –244.",['Neuropsychopharmacology']
580,"doi:10.1038/npp.2015.247
Braida, D., Limonta, V., Pegorini, S., Zani, A., Guerini-Rocco, C., Gori, E., et al.
(2007).","['Pegorini', 'Gori', 'Guerini', 'Zani', 'Rocco', 'Braida', 'Limonta']"
581,"Hallucinatory and rewarding effect of salvinorin A in zebra ﬁsh:κ-Opioid and
CB1-cannabinoid receptor involvement.","['Opioid', 'receptor', 'Hallucinatory']"
582,Psychopharmacol.,['Psychopharmacol']
583,Berl.,['Berl']
584,"doi:10.
1007/s00213-006-0639-1
Brancaccio, M., Edwards, M.","['Brancaccio', 'Edwards']"
585,"D., Patton, A.",['Patton']
586,"P., Smyllie, N.",['Smyllie']
587,"J., Chesham, J.",['Chesham']
588,"E.,
Maywood, E.",['Maywood']
589,"Cell-autonomous clock of astrocytes drives circadian
behavior in mammals.",['Cell']
590,"Science 363, 187 –192.",['Science']
591,"doi:10.1126/science.aat4104
Bravo, J.",['Bravo']
592,"A., Forsythe, P., Chew, M.","['Chew', 'Forsythe']"
593,"V., Escaravage, E., Savignac, H.","['Savignac', 'Escaravage']"
594,"M., Dinan, T.",['Dinan']
595,"Ingestion of Lactobacillus strain regulates emotional behavior and central
GABA receptor expression in a mouse via the vagus nerve.","['receptor', 'Lactobacillus', 'Ingestion']"
596,Proc.,['Proc']
597,Natl.,['Natl']
598,Acad.,['Acad']
599,Sci.,['Sci']
600,"doi:10.1073/pnas.1102999108
Breit, S., Kupferberg, A., Rogler, G., and Hasler, G.","['Rogler', 'Kupferberg', 'Hasler', 'Breit']"
601,"Vagus nerve as modulator
of the brain-gut axis in psychiatric and in ﬂammatory disorders.",['Vagus']
602,Front.,['Front']
603,"Psychiatry 9, 44.
doi:10.3389/fpsyt.2018.00044
Brown, I.","['Psychiatry', 'Brown']"
604,"R., and Liew, C.",['Liew']
605,"Lysergic acid diethylamide: effect on histone
acetylation in rabbit brain.",['Lysergic']
606,"Science 188, 1122 –1123.",['Science']
607,"doi:10.1126/science.1215990
Brown, T.",['Brown']
608,"K., and Alper, K.",['Alper']
609,"Treatment of opioid use disorder with ibogaine:
detoxi
ﬁcation and drug use outcomes.",['Treatment']
610,"Drug Alcohol Abuse 44, 24 –36.","['Alcohol', 'Drug', 'Abuse']"
611,"doi:10.
1080/00952990.2017.1320802
Buhidma, Y., Rukavina, K., Chaudhuri, K.","['Rukavina', 'Chaudhuri', 'Buhidma']"
612,"R., and Duty, S.",['Duty']
613,"Potential of animal
models for advancing the understanding and treatment of pain in Parkinson ’s disease.
npj Park.","['Park', 'Potential', 'parkinson', 'Parkinson']"
614,Dis.,['Dis']
615,"doi:10.1038/s41531-019-0104-6
Burchert, S., Stammel, N., and Knaevelsrud, C.","['Stammel', 'Burchert', 'Knaevelsrud']"
616,"Transgenerational trauma
in a post-con ﬂict setting: Effects on offspring PTSS/PTSD and offspring vulnerability
in Cambodian families.","['Cambodian', 'Effects', 'Transgenerational', 'gene']"
617,Psychiatry Res.,"['Res', 'Psychiatry']"
618,"doi:10.1016/j.psychres.2017.
04.033
Cameron, L.",['Cameron']
619,"P., Tombari, R.",['Tombari']
620,"J., Lu, J., Pell, A.",['Pell']
621,"J., Hurley, Z.",['Hurley']
622,"Q., Ehinger, Y., et al.",['Ehinger']
623,"Nature 589,
474–479.",['Nature']
624,"doi:10.1038/s41586-020-3008-z
Campbell, B.",['Campbell']
625,"V., De Silva, D.",['Silva']
626,"A., Macleod, M.",['Macleod']
627,"R., Coutts, S.",['Coutts']
628,"B., Schwamm, L.",['Schwamm']
629,"H.,
Davis, S.",['Davis']
630,Ischaemic stroke.,['Ischaemic']
631,Nat.,['Nat']
632,Rev.,['Rev']
633,Dis.,['Dis']
634,Prim.,['Prim']
635,"doi:10.1038/
s41572-019-0118-8
Carhart-Harris, R.","['Carhart', 'Harris']"
636,"L., Erritzoe, D., Haijen, E., Kaelen, M., and Watts, R.","['Haijen', 'Erritzoe', 'Kaelen', 'Watts']"
637,"(2018).
Psychedelics and connectedness.",['Psychedelics']
638,Psychopharmacol.,['Psychopharmacol']
639,Berl.,['Berl']
640,"doi:10.1007/
s00213-017-4701-y
Carhart-Harris, R.","['Carhart', 'Harris']"
641,"L., and Friston, K.",['Friston']
642,Pharmacol.,['Pharmacol']
643,Rev.,['Rev']
644,"doi:10.
1124/pr.118.017160
Frontiers in Pharmacology frontiersin.org 24Acero et al.","['Pharmacology', 'Frontiers']"
645,"10.3389/fphar.2023.1240295 Carhart-Harris, R.","['Carhart', 'Harris']"
646,"L., Leech, R., Hellyer, P.","['Leech', 'Hellyer']"
647,"J., Shanahan, M., Feilding, A.,
Tagliazucchi, E., et al.","['Feilding', 'Tagliazucchi', 'Shanahan']"
648,"The entropic brain: A theory of conscious states
informed by neuroimaging research with psychedelic drugs.",['The']
649,Front.,['Front']
650,Hum.,['Hum']
651,"Neurosci.
8, 20 –22.",['Neurosci']
652,"doi:10.3389/fnhum.2014.00020
Carhart-Harris, R.","['Carhart', 'Harris']"
653,"L., Wall, M.",['Wall']
654,"B., Erritzoe, D., Kaelen, M., Ferguson, B., De Meer, I.,
et al.","['Erritzoe', 'Kaelen', 'Ferguson', 'Meer']"
655,"The effect of acutely administered MDMA on subjective and BOLD-fMRI
responses to favourite and worst autobiographical memories.",['The']
656,"Int.
J.",['Int']
657,Neuropsychopharmacol.,['Neuropsychopharmacol']
658,"doi:10.1017/S1461145713001405
Carhart-Harris1, R.",['Carhart']
659,"L., Bolstridge, M., Day, C.","['Bolstridge', 'Day']"
660,"J., Rucker, J., Watts, R., Erritzoe, D.
E., et al.","['Erritzoe', 'Watts', 'Rucker']"
661,"Psilocybin with psychological support for treatment-resistant
depression: six-month follow-up.",['Psilocybin']
662,Psychopharmacol.,['Psychopharmacol']
663,Berl.,['Berl']
664,"doi:10.1007/
s00213-017-4771-x
Carod-Artal, F.","['Carod', 'Artal']"
665,"Hallucinogenic drugs in pre-Columbian Mesoamerican
cultures.","['Hallucinogenic', 'Columbian', 'Mesoamerican']"
666,"Neurol 30, 42 –49.",['Neurol']
667,"doi:10.1016/j.nrl.2011.07.003
Chen, C., Cui, X., Matsunaga, F., Ma, J., and Abel, T.","['Chen', 'Cui', 'Abel', 'Matsunaga']"
668,"Salvinorin A decreases
mortality and improves neurological outcome in a neonatal mouse hypoxia model.Transl.","['Salvinorin', 'Transl']"
669,Perioper.,['Perioper']
670,"Pain 1, 9–13.
Cheung, K., Patch, K., Earp, B.","['Cheung', 'Pain', 'Patch', 'Earp']"
671,"D., and Yaden, D.",['Yaden']
672,"Psychedelics,
meaningfulness, and the “proper scope ”of medicine: continuing the conversation.
Camb.","['Psychedelics', 'Camb']"
673,Healthc.,['Healthc']
674,"Ethics 23, 1 –7.",['Ethics']
675,"doi:10.1017/s0963180123000270
Choi, M., Lee, S.","['Choi', 'Lee']"
676,"H., Park, M.",['Park']
677,"H., Kim, Y.",['Kim']
678,"S., and Son, H.",['Son']
679,"Ketamine induces
brain-derived neurotrophic factor expression via phosphorylation of histonedeacetylase 5 in rats.",['Ketamine']
680,Biochem.,['Biochem']
681,Biophys.,['Biophys']
682,Res.,['Res']
683,Commun.,['Commun']
684,"doi:10.1016/j.
bbrc.2017.05.157
Choi, M., Lee, S.","['Choi', 'Lee']"
685,"H., Wang, S.",['Wang']
686,"Y., Song, M., Choi, J.","['Song', 'Choi']"
687,"Ketamine
produces antidepressant-like effects through phosphorylation-dependent nuclear
export of histone deacetylase 5 (HDAC5) in rats.",['Ketamine']
688,Proc.,['Proc']
689,Natl.,['Natl']
690,Acad.,['Acad']
691,Sci.,['Sci']
692,"doi:10.1073/pnas.1513913112
Chung, Y.",['Chung']
693,"D., Oka, F., and Ayata, C.","['Oka', 'Ayata']"
694,"Spreading depolarizations: A therapeutic
target against delayed cerebral ischemia after subarachnoid hemorrhage.",['Spreading']
695,"Clin.
Neurophysiol.","['Neurophysiol', 'Clin']"
696,"doi:10.1097/WNP.0000000000000275
Clark, E.",['Clark']
697,"M., O ’Donnell, J.",['Donnell']
698,"C., Struzyna, L.",['Struzyna']
699,"A., Chen, H.",['Chen']
700,"I., Duda, J.",['Duda']
701,"E., and Cullen,
D.",['Cullen']
702,"Engineered microtissue as an anatomically inspired model of
Parkinson ’sd i s e a s e .","['Parkinson', 'parkinson', 'Engineered']"
703,Curr.,['Curr']
704,Opin.,['Opin']
705,Biomed.,['Biomed']
706,Eng.,['Eng']
707,"doi:10.1016/j.cobme.
2020.07.004
Cullen, D.",['Cullen']
708,"K., Struzyna, L.",['Struzyna']
709,"A., Jgamadze, D., Gordiin-Vvlez, W.","['Vvlez', 'Gordiin', 'Jgamadze']"
710,"J., Lim, J., Wofford, K.
L., et al.","['Lim', 'Wofford']"
711,"Three-dimensional human axon tracts derived from cerebral organoids.SSRN 18, 698.",['Three']
712,"doi:10.2139/ssrn.3155698
Cullen, D.",['Cullen']
713,"K., Harris, J.",['Harris']
714,"P., Browne, K.",['Browne']
715,"D., Wolf, J.",['Wolf']
716,"A., Duda, J.",['Duda']
717,"E., Meaney, D.",['Meaney']
718,A porcine model of traumatic brain injury via head rotational acceleration.Methods Mol.,"['Methods', 'Mol']"
719,Biol.,['Biol']
720,"doi:10.1007/978-1-4939-3816-2_17
Cullen, D.",['Cullen']
721,"Neuronal response to high rate shear
deformation depends on heterogeneity of the local strain ﬁeld.","['Neuronal', 'gene']"
722,"Neurotrauma 23,
1304 –1319.",['Neurotrauma']
723,"doi:10.1089/neu.2006.23.1304
Cullen, D.",['Cullen']
724,"K., Stabenfeldt, E.",['Stabenfeldt']
725,"S., Simon, M.",['Simon']
726,"C., Tate, C.",['Tate']
727,"C., and Laplaca, M.",['Laplaca']
728,Neurosci.,['Neurosci']
729,Res.,['Res']
730,"doi:10.1002/jnr.21434
Daban, C., Martinez-Aran, A., Cruz, N., and Vieta, E.","['Vieta', 'Daban', 'Aran', 'Cruz', 'Martinez']"
731,"Safety and ef ﬁcacy of
Vagus Nerve Stimulation in treatment-resistant depression.","['Stimulation', 'Vagus', 'Nerve', 'Safety']"
732,Affect.,['Affect']
733,Disord.,['Disord']
734,"doi:10.1016/j.jad.2008.02.012
Dakic, V., Maciel, R.","['Dakic', 'Maciel']"
735,"M., Drummond, H., Nascimento, J.","['Nascimento', 'Drummond']"
736,"M., Trindade, P., and Rehen,
S.","['Rehen', 'Trindade']"
737,Harmine stimulates proliferation of human neural progenitors.,['Harmine']
738,"doi:10.7717/peerj.2727
Dakic, V., Minardi Nascimento, J., Costa Sartore, R., Maciel, R.","['Sartore', 'Costa', 'Nascimento', 'Dakic', 'Minardi', 'Maciel']"
739,"M., de Araujo, D.",['Araujo']
